49, Federal-gov, 105959, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 41, United-States, >50K.
39, Private, 370549, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, >50K.
44, Self-emp-not-inc, 234767, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, >50K.
40, Private, 104196, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
22, State-gov, 52262, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, England, <=50K.
22, ?, 285775, Bachelors, 13, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
60, Private, 235336, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K.
49, Private, 165539, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 90, Jamaica, <=50K.
41, Private, 362815, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
24, State-gov, 292816, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 66692, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 120910, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
36, Self-emp-inc, 116133, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 41, United-States, <=50K.
49, State-gov, 247043, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 215616, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
23, Private, 131415, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, United-States, <=50K.
64, Self-emp-not-inc, 169604, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, >50K.
50, Private, 230858, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
23, Private, 73968, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
28, Private, 339897, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 258406, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, Mexico, <=50K.
30, Private, 180574, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 88808, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 179627, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 149823, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
20, Private, 60639, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 46492, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1902, 40, United-States, >50K.
36, Private, 48520, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 306538, 12th, 8, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
58, Private, 204678, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K.
48, Private, 218676, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Local-gov, 95455, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
53, Self-emp-not-inc, 335655, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
55, Private, 194436, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K.
24, Private, 152724, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 242482, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
31, Local-gov, 162041, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
23, Private, 291854, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
22, ?, 48343, Some-college, 10, Never-married, ?, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
77, ?, 153113, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 1455, 0, 25, United-States, <=50K.
38, Private, 80680, 10th, 6, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
20, ?, 211601, Assoc-voc, 11, Never-married, ?, Own-child, Black, Female, 0, 0, 15, United-States, <=50K.
31, Self-emp-inc, 264554, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1977, 40, United-States, >50K.
29, Private, 319998, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 194228, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
62, Self-emp-not-inc, 236247, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K.
28, Self-emp-not-inc, 123983, Masters, 14, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 54, South, <=50K.
49, Private, 166215, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 178623, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 35, United-States, <=50K.
51, Self-emp-not-inc, 174102, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States, <=50K.
32, Private, 292217, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2829, 0, 40, ?, <=50K.
44, Private, 198452, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 96497, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
62, ?, 194660, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K.
37, Private, 216924, HS-grad, 9, Divorced, Farming-fishing, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
26, Private, 206721, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K.
37, State-gov, 49105, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
62, Federal-gov, 164021, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 91608, Prof-school, 15, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Self-emp-not-inc, 323963, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K.
42, Private, 70037, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
61, Private, 289950, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K.
65, Private, 213149, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Federal-gov, 320451, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, Philippines, >50K.
22, Private, 351952, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
50, Private, 146015, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 281704, Some-college, 10, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 8, United-States, <=50K.
44, Federal-gov, 786418, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 60, United-States, <=50K.
29, Private, 214689, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 193188, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
55, Self-emp-inc, 142020, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, <=50K.
78, ?, 317311, HS-grad, 9, Widowed, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 213416, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
47, Federal-gov, 326048, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 191265, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
47, Private, 348986, HS-grad, 9, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 28, Taiwan, <=50K.
24, Private, 126613, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
26, ?, 40032, Bachelors, 13, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 150057, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Poland, <=50K.
39, Private, 113725, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 8614, 0, 40, United-States, >50K.
24, Private, 140500, 10th, 6, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 113364, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K.
65, Private, 176219, HS-grad, 9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K.
19, Private, 146189, HS-grad, 9, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female, 0, 0, 78, United-States, <=50K.
45, Private, 83993, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 56, United-States, >50K.
33, Private, 194336, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 50, United-States, >50K.
61, State-gov, 349434, Bachelors, 13, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
55, Private, 142020, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
27, Private, 48894, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 42, United-States, <=50K.
29, Private, 226295, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 36, United-States, <=50K.
40, Private, 77313, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States, >50K.
36, Private, 305935, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
23, Private, 287988, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
49, Local-gov, 49275, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
39, Private, 102865, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 209146, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K.
40, Private, 173001, Some-college, 10, Married-civ-spouse, Tech-support, Own-child, White, Female, 0, 1902, 40, United-States, >50K.
40, Private, 277256, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 2559, 55, United-States, >50K.
46, Private, 20534, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K.
35, Private, 60227, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, State-gov, 176936, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
42, Private, 49255, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 40, United-States, >50K.
64, ?, 232787, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 235095, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 190531, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K.
64, Without-pay, 209291, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, >50K.
23, Private, 109053, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 60, United-States, <=50K.
22, Private, 183594, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 361608, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 257028, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, Haiti, <=50K.
34, Private, 66561, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 37, United-States, <=50K.
21, Private, 176486, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
21, Private, 565313, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
34, Local-gov, 198953, Some-college, 10, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
68, State-gov, 99106, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
45, Private, 213140, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 52, United-States, >50K.
33, Private, 66384, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 38, United-States, <=50K.
41, Private, 483201, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
19, ?, 466458, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 45, United-States, <=50K.
30, Private, 90446, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
69, Self-emp-not-inc, 165017, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
25, Private, 120596, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K.
36, Private, 345310, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
20, ?, 94746, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, Portugal, <=50K.
38, Local-gov, 338611, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
40, Self-emp-inc, 275366, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
59, Private, 188872, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 359397, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 0, 40, United-States, <=50K.
33, Private, 158800, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 31510, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 358740, 11th, 7, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
31, Private, 257148, Bachelors, 13, Widowed, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
48, Private, 174525, 1st-4th, 2, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 52, Dominican-Republic, <=50K.
52, Private, 161599, HS-grad, 9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 193494, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K.
40, Local-gov, 231832, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
53, Local-gov, 146834, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, United-States, <=50K.
24, Private, 63927, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 278403, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K.
53, Private, 241141, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, ?, <=50K.
70, Local-gov, 127463, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
58, Private, 175017, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1672, 40, United-States, <=50K.
54, Private, 56741, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 107683, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Wife, White, Female, 4386, 0, 40, United-States, >50K.
42, Private, 270324, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K.
47, State-gov, 304512, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K.
34, Private, 167049, Bachelors, 13, Married-civ-spouse, Priv-house-serv, Wife, White, Female, 0, 0, 20, United-States, >50K.
39, Self-emp-inc, 88973, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 84, United-States, >50K.
52, Private, 210736, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, State-gov, 73514, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K.
57, Self-emp-not-inc, 75785, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 70, United-States, <=50K.
71, Self-emp-not-inc, 137723, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 1455, 0, 3, United-States, <=50K.
28, Private, 220043, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, State-gov, 132247, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
38, Private, 65390, 12th, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, ?, 177144, Some-college, 10, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 22, India, <=50K.
47, Local-gov, 358668, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
85, Private, 188328, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 5, United-States, <=50K.
53, Private, 350510, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
54, Federal-gov, 72257, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7688, 0, 40, United-States, >50K.
53, Private, 183668, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3464, 0, 34, United-States, <=50K.
46, Private, 168262, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 153536, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 40, United-States, >50K.
36, Private, 189703, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, >50K.
73, Local-gov, 147703, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K.
23, Private, 173670, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, <=50K.
42, Private, 231832, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 45, United-States, >50K.
39, Private, 33223, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
34, Private, 130021, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, <=50K.
57, Self-emp-not-inc, 50990, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
49, Self-emp-not-inc, 308241, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 60, United-States, <=50K.
20, Private, 254025, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 377622, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 217802, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
19, Private, 39477, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 138946, 7th-8th, 4, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 35603, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
67, Private, 142624, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K.
22, Private, 92609, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
41, Self-emp-not-inc, 111232, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 203518, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
38, Local-gov, 233571, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 45093, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 175431, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
90, Private, 225063, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K.
18, Private, 391495, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
31, Private, 162312, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 35, Philippines, <=50K.
34, Self-emp-not-inc, 151733, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K.
44, Private, 172026, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K.
17, Private, 323164, 10th, 6, Never-married, Craft-repair, Own-child, Other, Female, 0, 0, 35, El-Salvador, <=50K.
67, ?, 129824, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 0, 6, United-States, <=50K.
21, Private, 203715, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
57, Private, 156040, 5th-6th, 3, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
26, Private, 186168, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 154227, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
43, Private, 141327, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 103925, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
46, Private, 118633, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K.
48, Private, 207540, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 99999, 0, 60, United-States, >50K.
52, Self-emp-not-inc, 106728, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 192237, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
35, Private, 132879, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 15024, 0, 40, Italy, >50K.
17, Private, 148345, 11th, 7, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
47, Self-emp-not-inc, 326292, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K.
38, Private, 33975, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K.
34, Private, 112115, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 129357, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
47, Private, 175958, Some-college, 10, Separated, Other-service, Not-in-family, White, Male, 0, 0, 21, United-States, <=50K.
58, Private, 125317, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
46, Private, 424934, 10th, 6, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, Portugal, <=50K.
28, Private, 204648, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K.
46, Private, 186256, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 55, United-States, >50K.
35, Local-gov, 126569, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 89813, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 149576, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Private, 220426, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 72055, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 94939, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K.
29, Federal-gov, 104917, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 44, United-States, <=50K.
23, Private, 314645, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K.
81, Self-emp-not-inc, 108604, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K.
17, Private, 153542, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
40, Private, 226902, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
