25, Private, 306908, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 256356, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
39, State-gov, 105803, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, >50K.
77, Self-emp-inc, 29702, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, >50K.
20, Private, 107882, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
40, Private, 77572, Some-college, 10, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K.
34, Private, 209768, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K.
33, Private, 89360, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 5178, 0, 55, United-States, >50K.
34, Self-emp-not-inc, 227540, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 60, India, <=50K.
36, Private, 292570, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 3325, 0, 40, United-States, <=50K.
36, Private, 409189, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Local-gov, 194901, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2057, 70, United-States, <=50K.
26, Local-gov, 219796, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 43, United-States, <=50K.
37, State-gov, 117166, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?, <=50K.
42, Private, 228320, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 45, United-States, >50K.
38, Private, 236391, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
48, Private, 193451, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 223367, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 33001, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
38, Private, 173858, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 7688, 0, 35, China, >50K.
33, Private, 240441, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
26, Private, 160264, 11th, 7, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
25, Private, 230403, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K.
61, Private, 154536, 10th, 6, Widowed, Craft-repair, Unmarried, Black, Female, 0, 2001, 40, United-States, <=50K.
44, Self-emp-not-inc, 247024, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
65, Self-emp-inc, 410199, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 9386, 0, 35, United-States, >50K.
23, Private, 191878, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 38, ?, <=50K.
67, State-gov, 54269, 10th, 6, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K.
37, Private, 205997, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 47343, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 70, United-States, >50K.
35, Federal-gov, 403489, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 232149, Bachelors, 13, Divorced, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
50, ?, 339547, Some-college, 10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 50, ?, <=50K.
36, Private, 186819, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 89991, Some-college, 10, Never-married, Sales, Other-relative, White, Female, 0, 0, 35, United-States, <=50K.
32, Private, 112139, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K.
18, Private, 244571, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
36, Private, 220696, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
50, Private, 135102, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
24, Private, 209417, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 60, United-States, >50K.
43, Private, 199689, Bachelors, 13, Married-spouse-absent, Sales, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
27, Private, 240172, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
17, ?, 94492, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
29, Private, 188564, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K.
19, Private, 264527, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
38, Private, 189922, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
64, Private, 182044, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K.
31, Self-emp-not-inc, 271173, Some-college, 10, Never-married, Craft-repair, Own-child, Black, Male, 4650, 0, 40, United-States, <=50K.
30, Private, 203034, Assoc-voc, 11, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 100734, Bachelors, 13, Married-civ-spouse, Exec-managerial, Other-relative, White, Female, 0, 0, 40, Greece, >50K.
33, Private, 169269, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, Puerto-Rico, >50K.
59, Private, 24244, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 132222, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
27, Private, 199118, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 4865, 0, 40, United-States, <=50K.
34, Private, 223212, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Peru, <=50K.
27, Private, 284859, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 112854, Some-college, 10, Never-married, Sales, Other-relative, White, Female, 0, 0, 35, United-States, <=50K.
41, Federal-gov, 92968, Masters, 14, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
36, Private, 181553, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K.
25, Private, 266668, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
33, Private, 29144, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
26, Self-emp-not-inc, 389856, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
42, Private, 111589, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 232938, Some-college, 10, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 103540, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 40, United-States, >50K.
59, Private, 249814, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
26, Private, 30776, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 184779, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
53, Self-emp-not-inc, 93449, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, >50K.
32, Local-gov, 178107, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 198956, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Other, Male, 0, 0, 35, United-States, <=50K.
53, Private, 130143, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
47, Private, 171807, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
21, ?, 436431, Preschool, 1, Married-civ-spouse, ?, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K.
17, Private, 162205, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
48, Private, 97470, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Self-emp-not-inc, 158603, Assoc-voc, 11, Never-married, Sales, Unmarried, White, Female, 0, 0, 7, United-States, <=50K.
58, Private, 348430, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
72, Private, 109385, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 36, United-States, <=50K.
45, Private, 188998, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K.
41, Private, 210591, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
66, Self-emp-not-inc, 37170, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 42, United-States, >50K.
34, Private, 169583, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
33, Private, 180624, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
47, Private, 186311, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
35, Private, 106471, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
27, Private, 37302, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 91608, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 263896, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
25, Private, 335376, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
38, Private, 186531, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, State-gov, 42706, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
29, Private, 180115, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
42, Private, 191196, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 209109, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 199224, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
65, State-gov, 42488, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2653, 0, 8, United-States, <=50K.
19, Self-emp-not-inc, 63574, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 227943, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
54, Private, 297551, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K.
46, Private, 343579, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 77, United-States, <=50K.
34, Private, 230246, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 2202, 0, 99, United-States, <=50K.
57, Self-emp-not-inc, 110199, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 20, United-States, <=50K.
32, Private, 178691, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 45, United-States, <=50K.
36, Self-emp-not-inc, 165855, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Germany, <=50K.
34, Private, 27565, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female, 0, 0, 27, United-States, >50K.
54, Private, 220115, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1628, 40, United-States, <=50K.
34, Private, 113751, 11th, 7, Divorced, Sales, Own-child, Black, Female, 0, 0, 37, United-States, <=50K.
72, Private, 128793, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 36, United-States, <=50K.
23, Private, 97472, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 153064, 5th-6th, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 10, Yugoslavia, >50K.
57, Private, 190488, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Local-gov, 326283, Some-college, 10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, United-States, <=50K.
40, Private, 61287, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 214288, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 198856, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
51, Federal-gov, 914061, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 44, United-States, >50K.
24, Private, 186648, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
49, Private, 350759, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
76, ?, 197988, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, <=50K.
37, Private, 188571, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 112776, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
21, Private, 100345, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 53, United-States, <=50K.
49, Private, 291783, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
69, ?, 156387, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
38, ?, 295166, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
44, Private, 132849, Masters, 14, Never-married, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
31, Private, 300497, Some-college, 10, Divorced, Exec-managerial, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
54, Private, 338089, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 104257, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
40, Private, 112247, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
41, Federal-gov, 73070, Masters, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
48, Self-emp-inc, 49298, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K.
51, Local-gov, 289390, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K.
36, Private, 219546, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
35, Private, 194490, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 358655, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
39, Private, 286026, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K.
55, Private, 401473, Masters, 14, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
26, Private, 197967, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
46, Local-gov, 216647, 10th, 6, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
70, Self-emp-not-inc, 355536, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 24, United-States, <=50K.
20, Private, 193130, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
46, Self-emp-inc, 67725, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 10, United-States, <=50K.
35, Private, 209629, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 143964, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
57, Self-emp-inc, 249072, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 60, United-States, >50K.
64, ?, 285742, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, >50K.
63, Self-emp-not-inc, 130221, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
21, Federal-gov, 201815, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 30, United-States, <=50K.
43, Local-gov, 67243, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K.
35, Private, 202263, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K.
21, Private, 122048, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 29, United-States, <=50K.
23, Private, 231866, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 38, United-States, <=50K.
35, Private, 211440, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K.
28, Private, 25955, Assoc-voc, 11, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
61, ?, 274499, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
45, Self-emp-not-inc, 305474, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, Haiti, <=50K.
73, Local-gov, 222702, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 5, United-States, <=50K.
33, State-gov, 120460, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 31657, Assoc-voc, 11, Separated, Other-service, Not-in-family, White, Female, 0, 0, 34, United-States, <=50K.
19, Private, 327079, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
42, Private, 234633, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 47, United-States, <=50K.
27, Private, 203776, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 45, United-States, >50K.
24, Self-emp-inc, 242138, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
19, Private, 276937, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
36, Private, 117528, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
41, Self-emp-not-inc, 171351, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
43, Private, 138471, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
40, Local-gov, 329341, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K.
57, Private, 62539, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1876, 38, United-States, <=50K.
58, Private, 265579, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 218215, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
39, Federal-gov, 116369, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K.
24, Private, 403107, Preschool, 1, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K.
29, State-gov, 103389, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 4787, 0, 40, United-States, >50K.
26, State-gov, 624006, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 344094, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
67, Self-emp-inc, 147377, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
49, Private, 90579, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 5013, 0, 50, United-States, <=50K.
47, Private, 91972, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Wife, White, Female, 0, 0, 35, United-States, >50K.
59, Self-emp-not-inc, 275236, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K.
23, Private, 340432, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 158592, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 50, United-States, >50K.
48, Private, 278303, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K.
33, Self-emp-not-inc, 300681, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, ?, <=50K.
37, Private, 160192, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 6849, 0, 80, United-States, <=50K.
29, Private, 148429, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
24, Private, 210474, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 510072, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Self-emp-not-inc, 328906, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 4865, 0, 35, United-States, <=50K.
26, Private, 247196, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
54, Private, 178839, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 40, England, >50K.
60, Private, 178764, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, <=50K.
38, Private, 218490, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 44047, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Local-gov, 125268, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
37, Local-gov, 76845, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K.
37, Local-gov, 484475, Bachelors, 13, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K.
22, Private, 114357, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
33, Private, 219619, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K.
22, ?, 33016, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
47, Local-gov, 319205, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
54, ?, 389182, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 60, Germany, <=50K.
34, Private, 262118, Assoc-voc, 11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
50, Private, 141340, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
35, Private, 189703, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 32, United-States, <=50K.
41, ?, 307589, Bachelors, 13, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 5, Philippines, <=50K.
29, Private, 116531, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Private, 142621, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Self-emp-inc, 327573, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 24896, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
36, Private, 69251, HS-grad, 9, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
38, Private, 91716, 11th, 7, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 93717, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
38, Self-emp-not-inc, 111499, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
41, ?, 193537, Assoc-acdm, 12, Divorced, ?, Unmarried, White, Female, 0, 0, 10, Dominican-Republic, <=50K.
24, Private, 307267, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
52, Private, 249196, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
64, ?, 201700, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 188644, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, Mexico, <=50K.
32, Private, 255004, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
