23, Private, 193537, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
75, ?, 222789, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 9, United-States, <=50K.
22, Private, 227594, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
45, Local-gov, 375606, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 180532, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
50, State-gov, 54342, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 208798, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Local-gov, 377401, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Self-emp-not-inc, 110861, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
42, Private, 144594, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
23, Private, 129345, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
28, Private, 424340, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
44, Private, 187702, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
47, State-gov, 293917, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K.
61, Private, 160143, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K.
50, Private, 345450, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
54, State-gov, 180881, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
18, Private, 102690, 11th, 7, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
46, Private, 265371, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 167333, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
50, Self-emp-inc, 447144, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Private, 280077, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
48, Private, 143920, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K.
40, Private, 190507, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K.
34, Self-emp-not-inc, 59469, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K.
31, Private, 74501, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
43, Self-emp-inc, 215458, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 99999, 0, 45, United-States, >50K.
33, Private, 281685, Assoc-voc, 11, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 78273, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
44, Private, 105475, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K.
55, Private, 174260, HS-grad, 9, Widowed, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
42, Self-emp-inc, 149102, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 188331, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 15024, 0, 40, United-States, >50K.
23, Private, 864960, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 154526, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 60783, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 186269, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 2907, 0, 35, United-States, <=50K.
30, Private, 398019, 1st-4th, 2, Separated, Priv-house-serv, Other-relative, White, Female, 0, 0, 30, Mexico, <=50K.
50, Federal-gov, 237503, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 93762, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 59916, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 203264, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
51, Self-emp-not-inc, 299119, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
29, Federal-gov, 114072, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 46, United-States, >50K.
18, ?, 167875, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
64, Private, 130525, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
58, Private, 71283, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, >50K.
43, Local-gov, 85440, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
27, Private, 136077, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
40, Private, 222434, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, Canada, >50K.
25, Private, 138111, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
27, Private, 225746, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 35, United-States, <=50K.
54, Private, 240358, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K.
25, Private, 139863, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K.
39, Private, 278632, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Self-emp-not-inc, 71046, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K.
29, Private, 312985, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2129, 50, United-States, <=50K.
49, Federal-gov, 276309, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, ?, 199116, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2407, 0, 40, Dominican-Republic, <=50K.
39, Private, 52870, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, <=50K.
51, State-gov, 79324, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
50, Private, 188882, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Federal-gov, 72338, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K.
23, ?, 234108, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
24, Private, 113936, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
43, Private, 182521, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 15020, 0, 35, United-States, >50K.
60, Private, 124198, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 84, United-States, >50K.
20, Private, 228960, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
60, Self-emp-not-inc, 176360, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
35, Private, 178649, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 36, Philippines, <=50K.
41, Private, 338740, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
31, Private, 205659, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
59, Private, 258883, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 196638, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
43, Self-emp-not-inc, 95246, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, >50K.
20, ?, 216672, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
25, Private, 61956, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 4650, 0, 45, United-States, <=50K.
33, Private, 157216, Masters, 14, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
68, ?, 150250, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 1510, 30, United-States, <=50K.
37, Private, 112838, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
31, State-gov, 158688, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, State-gov, 227864, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
31, Private, 173858, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 1902, 40, China, <=50K.
51, Private, 30012, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K.
20, ?, 50163, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K.
50, State-gov, 143822, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K.
19, ?, 497414, 7th-8th, 4, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 35, Mexico, <=50K.
30, Private, 235109, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 339196, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
61, Private, 181028, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 18, United-States, <=50K.
43, Private, 59460, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
21, Private, 97212, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 2001, 25, United-States, <=50K.
32, Private, 103642, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
41, Private, 70447, Some-college, 10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 60, United-States, <=50K.
27, Private, 321456, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, Germany, <=50K.
23, Private, 126613, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
52, Self-emp-not-inc, 149508, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 48, United-States, >50K.
38, Private, 332154, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, United-States, >50K.
18, ?, 471876, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
25, Private, 140669, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 107164, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
39, Private, 225707, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Cuba, <=50K.
64, Self-emp-inc, 56588, Some-college, 10, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 70, United-States, <=50K.
31, Self-emp-inc, 183125, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 99, United-States, >50K.
56, Private, 177368, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 45, United-States, >50K.
40, Private, 218653, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 191137, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
50, Private, 181585, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 142566, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-inc, 220821, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, >50K.
37, Private, 280966, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K.
52, Private, 153155, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 40, United-States, >50K.
29, Private, 195446, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 77884, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
41, Private, 99373, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Private, 118729, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
25, Private, 108414, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 198366, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 20, United-States, <=50K.
42, Private, 238384, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 36, United-States, <=50K.
27, Private, 214695, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
33, Private, 120420, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 186934, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
29, Self-emp-not-inc, 100368, 9th, 5, Widowed, Other-service, Unmarried, White, Female, 0, 0, 27, United-States, <=50K.
49, Private, 723746, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, <=50K.
67, ?, 427422, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 16, United-States, <=50K.
44, Private, 54271, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 189680, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, >50K.
49, Private, 230796, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
37, State-gov, 195843, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K.
41, Private, 109912, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 15024, 0, 50, England, >50K.
19, Private, 42069, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 335950, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 70, United-States, <=50K.
45, Private, 163174, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4386, 0, 40, United-States, >50K.
24, Private, 81145, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
67, Local-gov, 312052, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 209934, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Mexico, <=50K.
22, ?, 269221, Assoc-acdm, 12, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
57, Private, 322691, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
68, Private, 99849, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K.
23, ?, 213004, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 1719, 30, United-States, <=50K.
49, Private, 182313, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 201505, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
61, Self-emp-not-inc, 227119, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
47, Private, 202395, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 170583, 11th, 7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
58, State-gov, 21838, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K.
50, Self-emp-inc, 68898, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 60, United-States, >50K.
34, Private, 226702, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
59, ?, 168079, HS-grad, 9, Divorced, ?, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
42, Self-emp-inc, 173628, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
20, Private, 164529, 11th, 7, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
27, Self-emp-not-inc, 301514, Some-college, 10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K.
50, Private, 194580, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K.
63, Private, 165611, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K.
32, Private, 96480, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
37, State-gov, 224700, Assoc-voc, 11, Divorced, Protective-serv, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
63, Self-emp-not-inc, 141962, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
22, Private, 377815, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
24, Private, 271379, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
40, Private, 421837, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 77953, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 345122, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
38, ?, 172855, 11th, 7, Divorced, ?, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K.
34, Private, 87131, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Guatemala, <=50K.
21, Private, 328906, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
56, Private, 21626, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 43, United-States, <=50K.
38, Private, 143909, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Private, 178835, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
45, Private, 94809, Some-college, 10, Married-spouse-absent, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K.
64, Local-gov, 172768, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-inc, 204742, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
32, Self-emp-inc, 144949, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K.
26, Private, 195562, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 56482, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 30, United-States, >50K.
55, Federal-gov, 36314, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 72, United-States, <=50K.
51, Self-emp-not-inc, 329980, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 8, United-States, >50K.
62, Local-gov, 103344, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Local-gov, 169708, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
54, Local-gov, 249949, Some-college, 10, Divorced, Exec-managerial, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
35, Self-emp-not-inc, 186934, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 692831, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K.
17, Private, 154078, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
22, Private, 91733, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
67, Self-emp-inc, 325373, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K.
43, Self-emp-not-inc, 160369, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
57, Local-gov, 196126, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 120053, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
19, Private, 204337, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
34, Private, 128016, HS-grad, 9, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
50, ?, 199301, Assoc-voc, 11, Never-married, ?, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K.
33, Private, 49027, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, Private, 192022, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
40, Private, 147099, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, <=50K.
32, Private, 334744, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
25, Private, 207621, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 194458, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, Self-emp-inc, 184245, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Mexico, >50K.
34, Private, 242704, HS-grad, 9, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
21, ?, 278130, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 251073, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 153209, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 360879, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 115066, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 409172, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 223637, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K.
36, Private, 161141, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
34, Private, 535869, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K.
60, Federal-gov, 49921, 9th, 5, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
23, Private, 335067, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
47, Self-emp-inc, 209460, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 40, United-States, >50K.
20, Private, 355236, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
50, Private, 240374, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
29, Private, 221428, 12th, 8, Married-civ-spouse, Sales, Own-child, Other, Male, 0, 0, 35, United-States, <=50K.
37, Private, 356250, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K.
20, Private, 356347, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
50, Private, 245356, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
31, Self-emp-not-inc, 247088, HS-grad, 9, Separated, Craft-repair, Own-child, Black, Male, 0, 0, 50, United-States, <=50K.
27, ?, 200381, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 300333, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Dominican-Republic, >50K.
38, Private, 109594, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 70, United-States, >50K.
24, Local-gov, 221480, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 433624, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
